model,measure,kind,signal,case,value,status,raw_output
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,18,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,19,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,20,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,21,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,22,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,23,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,24,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,25,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,26,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,27,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,28,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,29,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,30,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,31,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,32,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,33,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,34,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,35,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,36,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,37,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,38,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,39,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,40,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,41,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,42,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,43,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,44,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,45,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,46,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,47,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,48,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,49,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,50,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,51,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,52,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,53,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,54,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,55,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,56,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,57,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,58,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,59,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,60,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,61,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,62,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,63,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,64,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,65,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,66,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,67,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,68,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,69,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,70,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,71,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,72,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,73,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,74,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,75,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,76,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,77,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,78,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,79,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,80,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,81,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,82,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,83,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,84,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,85,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,86,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,87,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,88,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,89,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,90,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,91,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,92,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,93,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,94,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,95,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,96,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,97,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,98,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,NONE,99,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,0,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,1,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,2,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,3,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,4,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,5,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,6,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,7,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,8,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,9,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,10,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,11,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,12,21.0,ok,21.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,13,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,14,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,15,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,16,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,17,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,18,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,19,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,20,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,21,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,22,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,23,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,24,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,25,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,26,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,27,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,28,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,29,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,30,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,31,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,32,22.5,ok,22.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,33,21.0,ok,21.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,34,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,35,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,36,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,37,21.0,ok,21.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,38,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,39,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,40,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,41,21.0,ok,21.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,42,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,43,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,44,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,45,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,46,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,47,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,48,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,49,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,50,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,51,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,52,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,53,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,54,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,55,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,56,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,57,18.0,ok,18.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,58,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,59,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,60,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,61,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,62,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,63,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,64,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,65,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,66,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,67,22.7,ok,22.7
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,68,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,69,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,70,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,71,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,72,22.5,ok,22.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,73,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,74,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,75,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,76,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,77,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,78,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,79,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,80,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,81,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,82,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,83,22.7,ok,22.7
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,84,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,85,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,86,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,87,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,88,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,89,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,90,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,91,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,92,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,93,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,94,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,95,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,96,22.5,ok,22.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,97,22.2,ok,22.2
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,98,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,SCREEN,99,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,0,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,1,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,2,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,3,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,4,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,5,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,6,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,7,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,8,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,9,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,10,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,11,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,12,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,13,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,14,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,15,15.2,ok,15.2
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,16,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,17,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,18,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,19,15.2,ok,15.2
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,20,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,21,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,22,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,23,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,24,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,25,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,26,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,27,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,28,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,29,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,30,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,31,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,32,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,33,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,34,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,35,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,36,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,37,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,38,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,39,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,40,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,41,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,42,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,43,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,44,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,45,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,46,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,47,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,48,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,49,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,50,10.5,ok,10.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,51,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,52,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,53,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,54,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,55,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,56,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,57,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,58,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,59,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,60,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,61,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,62,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,63,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,64,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,65,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,66,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,67,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,68,2.5,ok,2.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,69,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,70,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,71,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,72,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,73,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,74,10.5,ok,10.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,75,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,76,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,77,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,78,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,79,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,80,10.5,ok,10.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,81,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,82,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,83,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,84,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,85,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,86,15.6,ok,15.6
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,87,10.5,ok,10.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,88,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,89,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,90,15.2,ok,15.2
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,91,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,92,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,93,15.2,ok,15.2
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,94,15.2,ok,15.2
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,95,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,96,20.5,ok,20.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,97,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,98,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,AGE,99,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,0,15.0,ok,15.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,1,21.5,ok,21.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,2,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,3,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,4,18.5,ok,18.5
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,5,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,6,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,7,20.0,ok,20.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,8,25.0,ok,25.0
Qwen/Qwen2.5-7B-Instruct,RAISE,percentage,DEAF,9,20.0,ok,20.0
