judge,judge_key,answer_model,question_id,comparison,order,lp_A,lp_B,letter_mass,words_changed,words_reference
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,IDENTITY,chg_B,-0.014669,-5.514669,0.989465,237,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,NONE_vs_CONTROL,chg_A,-0.028644,-4.153644,0.987469,240,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,NONE_vs_CONTROL,chg_B,-0.040968,-4.165968,0.975374,240,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,SCREEN,chg_A,-0.137055,-2.137050,0.989925,233,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,SCREEN,chg_B,-0.212604,-1.712598,0.988873,233,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,AGE,chg_A,-0.193526,-1.818525,0.986314,233,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,AGE,chg_B,-0.105757,-2.730757,0.964813,233,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,ADHD,chg_A,-0.170596,-1.920594,0.989682,215,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q046,ADHD,chg_B,-0.112819,-2.487818,0.976404,215,237
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,IDENTITY,chg_A,-0.016731,-6.016731,0.985846,236,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,IDENTITY,chg_B,-0.016731,-6.016731,0.985846,236,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,NONE_vs_CONTROL,chg_A,-0.046701,-4.421700,0.966387,260,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,NONE_vs_CONTROL,chg_B,-0.052182,-4.052182,0.966540,260,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,SCREEN,chg_A,-0.221295,-1.721283,0.980317,253,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,SCREEN,chg_B,-0.057803,-3.182786,0.985306,253,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,AGE,chg_A,-0.055835,-3.805834,0.967936,262,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,AGE,chg_B,-0.036449,-4.286449,0.977961,262,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,ADHD,chg_A,-0.090175,-3.090158,0.959266,240,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q047,ADHD,chg_B,-0.149402,-2.149376,0.977780,240,236
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,IDENTITY,chg_A,-0.044476,-5.294475,0.961518,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,IDENTITY,chg_B,-0.044476,-5.294475,0.961518,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,NONE_vs_CONTROL,chg_A,-0.028547,-4.403546,0.984091,246,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,NONE_vs_CONTROL,chg_B,-0.056981,-3.306979,0.981239,246,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,SCREEN,chg_A,-0.103303,-2.603297,0.975883,229,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,SCREEN,chg_B,-0.221836,-1.721826,0.979786,229,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,AGE,chg_A,-0.029596,-4.154595,0.986530,245,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,AGE,chg_B,-0.096980,-2.471955,0.991994,245,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,ADHD,chg_A,-0.058761,-3.308759,0.979493,239,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q048,ADHD,chg_B,-0.158888,-2.033871,0.983920,239,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,IDENTITY,chg_A,-0.031488,-5.156488,0.974764,244,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,IDENTITY,chg_B,-0.031488,-5.156488,0.974764,244,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,NONE_vs_CONTROL,chg_A,-0.028988,-5.653987,0.974932,239,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,NONE_vs_CONTROL,chg_B,-0.129390,-2.379387,0.971239,239,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,SCREEN,chg_A,-0.040258,-3.790253,0.983132,247,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,SCREEN,chg_B,-0.214193,-1.839184,0.966139,247,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,AGE,chg_A,-0.110797,-2.610795,0.968596,251,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,AGE,chg_B,-0.081717,-3.206714,0.962023,251,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,ADHD,chg_A,-0.105412,-2.480411,0.983662,259,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q049,ADHD,chg_B,-0.152828,-2.277815,0.960785,259,244
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,IDENTITY,chg_A,-0.019847,-5.644846,0.983885,255,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,IDENTITY,chg_B,-0.019847,-5.644846,0.983885,255,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,NONE_vs_CONTROL,chg_A,-0.036674,-4.161673,0.979572,264,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,NONE_vs_CONTROL,chg_B,-0.024240,-5.274240,0.981173,264,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,SCREEN,chg_A,-0.053421,-3.303420,0.984738,259,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,SCREEN,chg_B,-0.078153,-3.328152,0.960682,259,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,AGE,chg_A,-0.019017,-5.269016,0.986311,263,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,AGE,chg_B,-0.072467,-3.197466,0.970962,263,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,ADHD,chg_A,-0.109782,-2.359778,0.990471,261,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q050,ADHD,chg_B,-0.041226,-3.416225,0.992448,261,255
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,IDENTITY,chg_A,-0.013223,-6.138222,0.989023,235,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,IDENTITY,chg_B,-0.013223,-6.138222,0.989023,235,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,NONE_vs_CONTROL,chg_A,-0.031569,-4.406569,0.981121,250,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,NONE_vs_CONTROL,chg_B,-0.037945,-4.412943,0.974885,250,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,SCREEN,chg_A,-0.152037,-2.152034,0.975204,257,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,SCREEN,chg_B,-0.050296,-3.800295,0.973312,257,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,AGE,chg_A,-0.132737,-2.507735,0.957148,256,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,AGE,chg_B,-0.035970,-5.410969,0.969136,256,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,ADHD,chg_A,-0.037497,-4.537496,0.973897,253,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q051,ADHD,chg_B,-0.055591,-4.680589,0.955200,253,235
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,IDENTITY,chg_A,-0.016063,-6.641062,0.985371,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,IDENTITY,chg_B,-0.016063,-6.641062,0.985371,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,NONE_vs_CONTROL,chg_A,-0.099674,-3.849673,0.926419,254,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,NONE_vs_CONTROL,chg_B,-0.053668,-4.178668,0.963066,254,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,SCREEN,chg_A,-0.095320,-3.095319,0.954343,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,SCREEN,chg_B,-0.058562,-5.183562,0.948727,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,AGE,chg_A,-0.070954,-4.070954,0.948565,249,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,AGE,chg_B,-0.030277,-5.530276,0.974142,249,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,ADHD,chg_A,-0.238399,-1.738395,0.963691,240,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q052,ADHD,chg_B,-0.082469,-4.082459,0.937706,240,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,IDENTITY,chg_A,-0.018030,-6.143030,0.984280,257,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,IDENTITY,chg_B,-0.018030,-6.143030,0.984280,257,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,NONE_vs_CONTROL,chg_A,-0.029704,-5.779704,0.973822,256,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,NONE_vs_CONTROL,chg_B,-0.032157,-5.157156,0.974113,256,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,SCREEN,chg_A,-0.121397,-2.496392,0.968064,243,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,SCREEN,chg_B,-0.026472,-4.651466,0.983423,243,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,AGE,chg_A,-0.055748,-4.430748,0.957683,253,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,AGE,chg_B,-0.024231,-5.149231,0.981864,253,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,ADHD,chg_A,-0.318807,-1.443803,0.963044,249,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q053,ADHD,chg_B,-0.157333,-2.032311,0.985451,249,257
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,IDENTITY,chg_A,-0.004604,-7.004604,0.996314,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,IDENTITY,chg_B,-0.004604,-7.004604,0.996314,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,NONE_vs_CONTROL,chg_A,-0.012192,-6.387191,0.989565,254,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,NONE_vs_CONTROL,chg_B,-0.008481,-6.258480,0.993469,254,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,SCREEN,chg_A,-0.354034,-1.478994,0.929718,173,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,SCREEN,chg_B,-0.074944,-5.699934,0.931142,173,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,AGE,chg_A,-0.049385,-3.674375,0.977180,248,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,AGE,chg_B,-0.050595,-5.050592,0.957069,248,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,ADHD,chg_A,-0.067218,-3.442207,0.966985,263,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q054,ADHD,chg_B,-0.032548,-4.782542,0.976351,263,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,IDENTITY,chg_A,-0.014075,-5.639075,0.989579,228,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,IDENTITY,chg_B,-0.014075,-5.639075,0.989579,228,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,NONE_vs_CONTROL,chg_A,-0.035550,-3.785548,0.987771,250,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,NONE_vs_CONTROL,chg_B,-0.156371,-2.031354,0.986400,250,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,SCREEN,chg_A,-0.086699,-2.836697,0.975572,243,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,SCREEN,chg_B,-0.050046,-5.675038,0.954617,243,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,AGE,chg_A,-0.053001,-3.553000,0.977018,246,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,AGE,chg_B,-0.080640,-3.330639,0.958296,246,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,ADHD,chg_A,-0.059782,-3.434776,0.974202,258,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q055,ADHD,chg_B,-0.312551,-1.812551,0.894815,258,228
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,IDENTITY,chg_A,-0.028976,-6.528976,0.972900,231,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,IDENTITY,chg_B,-0.028976,-6.528976,0.972900,231,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,NONE_vs_CONTROL,chg_A,-0.035021,-6.035021,0.967978,249,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,NONE_vs_CONTROL,chg_B,-0.070736,-5.195736,0.937248,249,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,SCREEN,chg_A,-0.077197,-4.327197,0.938912,252,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,SCREEN,chg_B,-0.085427,-6.960426,0.919069,252,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,AGE,chg_A,-0.087835,-3.587834,0.943571,236,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,AGE,chg_B,-0.109767,-4.734767,0.904827,236,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,ADHD,chg_A,-0.214580,-1.839575,0.965765,238,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q056,ADHD,chg_B,-0.110333,-5.485332,0.899683,238,231
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,IDENTITY,chg_A,-0.026628,-5.651628,0.977235,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,IDENTITY,chg_B,-0.026628,-5.651628,0.977235,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,NONE_vs_CONTROL,chg_A,-0.047217,-4.797217,0.962133,243,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,NONE_vs_CONTROL,chg_B,-0.059089,-3.684088,0.967743,243,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,SCREEN,chg_A,-0.038748,-4.288747,0.975715,259,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,SCREEN,chg_B,-0.039023,-5.539022,0.965659,259,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,AGE,chg_A,-0.067544,-3.567543,0.962912,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,AGE,chg_B,-0.055749,-4.055748,0.963099,253,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,ADHD,chg_A,-0.037367,-4.162366,0.978893,255,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q057,ADHD,chg_B,-0.149006,-2.273999,0.964464,255,253
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,IDENTITY,chg_A,-0.008596,-6.633596,0.992756,263,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,IDENTITY,chg_B,-0.008596,-6.633596,0.992756,263,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,NONE_vs_CONTROL,chg_A,-0.036874,-4.661874,0.973246,251,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,NONE_vs_CONTROL,chg_B,-0.029377,-4.779377,0.979452,251,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,SCREEN,chg_A,-0.148584,-2.273578,0.964871,256,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,SCREEN,chg_B,-0.038172,-5.663159,0.966019,256,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,AGE,chg_A,-0.105271,-2.730250,0.965284,256,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,AGE,chg_B,-0.069344,-3.319323,0.969183,256,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,ADHD,chg_A,-0.064922,-3.439916,0.969208,265,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q058,ADHD,chg_B,-0.076041,-3.951013,0.946014,265,263
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,IDENTITY,chg_A,-0.024759,-6.274759,0.977428,252,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,IDENTITY,chg_B,-0.024759,-6.274759,0.977428,252,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,NONE_vs_CONTROL,chg_A,-0.036387,-4.286385,0.978022,255,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,NONE_vs_CONTROL,chg_B,-0.035197,-4.660197,0.974880,255,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,SCREEN,chg_A,-0.170914,-2.045902,0.972158,250,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,SCREEN,chg_B,-0.046590,-6.046583,0.956845,250,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,AGE,chg_A,-0.134457,-2.509455,0.955503,256,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,AGE,chg_B,-0.094108,-3.344106,0.945476,256,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,ADHD,chg_A,-0.050094,-3.675085,0.976488,244,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q059,ADHD,chg_B,-0.103821,-2.853816,0.959011,244,252
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,IDENTITY,chg_A,-0.049477,-5.674477,0.955159,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,IDENTITY,chg_B,-0.049477,-5.674477,0.955159,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,NONE_vs_CONTROL,chg_A,-0.104503,-3.229502,0.940349,246,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,NONE_vs_CONTROL,chg_B,-0.056221,-4.181220,0.960610,246,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,SCREEN,chg_A,-0.159840,-2.784838,0.914019,254,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,SCREEN,chg_B,-0.040337,-4.665337,0.969881,254,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,AGE,chg_A,-0.106589,-3.606586,0.926039,256,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,AGE,chg_B,-0.053741,-4.178741,0.962995,256,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,ADHD,chg_A,-0.332627,-1.582609,0.922476,246,251
meta-llama/Llama-3.1-8B-Instruct,llama,qwen,Q060,ADHD,chg_B,-0.176837,-3.176825,0.879634,246,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,IDENTITY,chg_A,-0.019538,-4.894537,0.988139,257,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,IDENTITY,chg_B,-0.019538,-4.894537,0.988139,257,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,NONE_vs_CONTROL,chg_A,-0.098122,-3.473117,0.937559,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,NONE_vs_CONTROL,chg_B,-0.073002,-3.322999,0.965644,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,SCREEN,chg_A,-0.083147,-3.458141,0.951704,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,SCREEN,chg_B,-0.060087,-3.560083,0.970119,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,AGE,chg_A,-0.035869,-4.910865,0.972133,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,AGE,chg_B,-0.061666,-3.311648,0.976653,255,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,ADHD,chg_A,-0.102879,-2.852870,0.959915,250,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q001,ADHD,chg_B,-0.056968,-3.306964,0.981251,250,257
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,IDENTITY,chg_A,-0.030600,-4.530600,0.980638,188,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,IDENTITY,chg_B,-0.030600,-4.530600,0.980638,188,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,NONE_vs_CONTROL,chg_A,-0.033066,-5.033066,0.973993,187,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,NONE_vs_CONTROL,chg_B,-0.043848,-4.168847,0.972570,187,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,SCREEN,chg_A,-0.080715,-3.330713,0.958224,192,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,SCREEN,chg_B,-0.076140,-3.701137,0.951382,192,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,AGE,chg_A,-0.173488,-2.173478,0.954508,192,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,AGE,chg_B,-0.067521,-3.192492,0.975778,192,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,ADHD,chg_A,-0.195204,-2.695103,0.890203,233,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q002,ADHD,chg_B,-0.257744,-2.132635,0.891318,233,188
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,IDENTITY,chg_A,-0.033992,-5.158983,0.972327,230,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,IDENTITY,chg_B,-0.033992,-5.158983,0.972327,230,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,NONE_vs_CONTROL,chg_A,-0.109019,-3.233993,0.936113,222,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,NONE_vs_CONTROL,chg_B,-0.070906,-3.570841,0.959682,222,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,SCREEN,chg_A,-0.072734,-3.947724,0.949146,242,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,SCREEN,chg_B,-0.080237,-3.080206,0.968847,242,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,AGE,chg_A,-0.236983,-2.361367,0.883296,243,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,AGE,chg_B,-0.229124,-3.353788,0.830181,243,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,ADHD,chg_A,-0.196443,-2.321192,0.919805,251,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q003,ADHD,chg_B,-0.172888,-2.297751,0.941716,251,230
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,IDENTITY,chg_A,-0.010903,-6.260902,0.991066,243,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,IDENTITY,chg_B,-0.010903,-6.260902,0.991066,243,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,NONE_vs_CONTROL,chg_A,-0.062133,-4.187133,0.954948,247,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,NONE_vs_CONTROL,chg_B,-0.020562,-5.395562,0.984184,247,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,SCREEN,chg_A,-0.079133,-3.329127,0.959741,247,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,SCREEN,chg_B,-0.013756,-6.388754,0.988019,247,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,AGE,chg_A,-0.083760,-2.958755,0.971535,243,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,AGE,chg_B,-0.046865,-4.296857,0.967828,243,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,ADHD,chg_A,-0.052916,-3.552911,0.977100,244,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q004,ADHD,chg_B,-0.009670,-6.634667,0.991690,244,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,IDENTITY,chg_A,-0.012540,-6.762540,0.988694,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,IDENTITY,chg_B,-0.012540,-6.762540,0.988694,251,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,NONE_vs_CONTROL,chg_A,-0.025611,-4.650607,0.984270,254,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,NONE_vs_CONTROL,chg_B,-0.043750,-4.543749,0.967826,254,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,SCREEN,chg_A,-0.063773,-3.063765,0.984929,256,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,SCREEN,chg_B,-0.023431,-5.273428,0.981968,256,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,AGE,chg_A,-0.032552,-4.782550,0.976346,252,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,AGE,chg_B,-0.041606,-3.916603,0.979156,252,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,ADHD,chg_A,-0.094621,-2.594616,0.984392,237,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q005,ADHD,chg_B,-0.028109,-5.278106,0.977384,237,251
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,IDENTITY,chg_A,-0.029668,-6.279667,0.972641,224,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,IDENTITY,chg_B,-0.029668,-6.279667,0.972641,224,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,NONE_vs_CONTROL,chg_A,-0.042191,-4.417177,0.970755,216,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,NONE_vs_CONTROL,chg_B,-0.055945,-4.430924,0.957494,216,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,SCREEN,chg_A,-0.060789,-3.810779,0.963153,234,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,SCREEN,chg_B,-0.040537,-4.915516,0.967605,234,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,AGE,chg_A,-0.042088,-5.542087,0.962704,225,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,AGE,chg_B,-0.057762,-3.807741,0.966073,225,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,ADHD,chg_A,-0.062457,-3.812452,0.961547,229,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q006,ADHD,chg_B,-0.074245,-3.449239,0.960214,229,224
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q007,IDENTITY,chg_A,-0.018410,-5.768410,0.984883,243,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q007,IDENTITY,chg_B,-0.018410,-5.768410,0.984883,243,243
meta-llama/Llama-3.1-8B-Instruct,llama,llama,Q007,NONE_vs_CONTROL,chg_A,-0.024872,-4.274861,0.989349,232,243
