judge,judge_key,answer_model,question_id,comparison,order,lp_A,lp_B,letter_mass,words_changed,words_reference
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,IDENTITY,chg_A,-0.000067,-11.625068,0.999941,250,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,IDENTITY,chg_B,-0.000067,-11.625068,0.999941,250,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,NONE_vs_CONTROL,chg_A,-0.018150,-4.018150,1.000000,255,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,NONE_vs_CONTROL,chg_B,-0.002476,-6.002476,0.999999,255,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,SCREEN,chg_A,-0.201414,-1.701414,1.000000,249,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,SCREEN,chg_B,-0.000006,-12.000007,1.000000,249,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,AGE,chg_A,-0.001503,-6.501503,0.999999,238,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,AGE,chg_B,-0.000336,-8.000336,0.999999,238,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,ADHD,chg_A,-3.288042,-0.038042,1.000000,252,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q022,ADHD,chg_B,-0.000000,-18.750000,1.000000,252,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,IDENTITY,chg_A,-0.000126,-9.000126,0.999998,249,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,IDENTITY,chg_B,-0.000126,-9.000126,0.999998,249,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,NONE_vs_CONTROL,chg_A,-0.000097,-9.250097,0.999999,248,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,NONE_vs_CONTROL,chg_B,-0.011051,-4.511051,0.999997,248,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,SCREEN,chg_A,-1.136873,-0.386873,0.999998,249,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,SCREEN,chg_B,-0.014165,-4.264165,0.999998,249,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,AGE,chg_A,-0.000028,-10.500028,1.000000,255,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,AGE,chg_B,-0.038075,-3.288075,0.999966,255,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,ADHD,chg_A,-0.004079,-5.504079,0.999999,236,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q023,ADHD,chg_B,-0.000161,-8.750160,0.999998,236,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,IDENTITY,chg_A,-0.000049,-10.500049,0.999978,244,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,IDENTITY,chg_B,-0.000049,-10.500049,0.999978,244,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,NONE_vs_CONTROL,chg_A,-0.001507,-6.501507,0.999995,223,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,NONE_vs_CONTROL,chg_B,-0.011052,-4.511052,0.999996,223,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,SCREEN,chg_A,-0.313265,-1.313265,0.999997,236,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,SCREEN,chg_B,-0.000004,-13.000004,0.999999,236,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,AGE,chg_A,-0.023264,-3.773264,0.999981,245,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,AGE,chg_B,-0.001929,-6.251929,0.999999,245,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,ADHD,chg_A,-0.006716,-5.006716,0.999999,220,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q024,ADHD,chg_B,-0.000514,-7.750515,0.999916,220,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,IDENTITY,chg_A,-0.000206,-8.500206,0.999997,244,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,IDENTITY,chg_B,-0.000206,-8.500206,0.999997,244,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,NONE_vs_CONTROL,chg_A,-0.006716,-5.006716,0.999999,243,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,NONE_vs_CONTROL,chg_B,-0.001934,-6.251934,0.999995,243,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,SCREEN,chg_A,-0.474078,-0.974078,0.999999,247,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,SCREEN,chg_B,-0.000009,-11.750009,0.999999,247,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,AGE,chg_A,-0.000558,-7.500558,0.999995,249,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,AGE,chg_B,-0.000078,-9.500078,0.999997,249,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,ADHD,chg_A,-0.001503,-6.501503,1.000000,243,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q025,ADHD,chg_B,-0.000209,-8.500209,0.999995,243,244
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,IDENTITY,chg_A,-0.000137,-9.000137,0.999986,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,IDENTITY,chg_B,-0.000137,-9.000137,0.999986,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,NONE_vs_CONTROL,chg_A,-0.001953,-6.251953,0.999976,259,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,NONE_vs_CONTROL,chg_B,-0.000436,-7.750436,0.999994,259,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,SCREEN,chg_A,-0.006719,-5.006719,0.999997,254,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,SCREEN,chg_B,-0.100281,-2.350281,0.999925,254,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,AGE,chg_A,-0.014169,-4.264169,0.999994,234,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,AGE,chg_B,-0.000925,-7.000925,0.999986,234,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,ADHD,chg_A,-0.160233,-1.910233,0.999991,234,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q026,ADHD,chg_B,-0.000916,-7.000916,0.999995,234,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,IDENTITY,chg_A,-0.000360,-8.000360,0.999976,258,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,IDENTITY,chg_B,-0.000360,-8.000360,0.999976,258,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,NONE_vs_CONTROL,chg_A,-0.000124,-9.000124,1.000000,246,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,NONE_vs_CONTROL,chg_B,-0.002477,-6.002477,0.999999,246,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,SCREEN,chg_A,-0.001503,-6.501503,1.000000,263,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,SCREEN,chg_B,-0.000344,-8.000344,0.999991,263,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,AGE,chg_A,-0.000035,-10.250035,1.000000,259,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,AGE,chg_B,-0.000261,-8.250261,1.000000,259,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,ADHD,chg_A,-0.000046,-10.000046,1.000000,260,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q027,ADHD,chg_B,-0.000348,-8.000348,0.999987,260,258
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,IDENTITY,chg_A,-0.000013,-12.625012,0.999991,252,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,IDENTITY,chg_B,-0.000013,-12.625012,0.999991,252,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,NONE_vs_CONTROL,chg_A,-0.014166,-4.264166,0.999997,243,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,NONE_vs_CONTROL,chg_B,-0.001503,-6.501503,1.000000,243,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,SCREEN,chg_A,-2.126934,-0.126934,0.999994,239,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,SCREEN,chg_B,-0.000003,-13.625003,0.999998,239,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,AGE,chg_A,-0.014166,-4.264166,0.999998,253,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,AGE,chg_B,-0.000010,-11.500010,1.000000,253,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,ADHD,chg_A,-0.001931,-6.251931,0.999998,248,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q028,ADHD,chg_B,-0.001559,-6.501559,0.999943,248,252
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,IDENTITY,chg_A,-0.000346,-8.000346,0.999990,240,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,IDENTITY,chg_B,-0.000346,-8.000346,0.999990,240,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,NONE_vs_CONTROL,chg_A,-0.474082,-0.974082,0.999995,253,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,NONE_vs_CONTROL,chg_B,-0.048587,-3.048587,1.000000,253,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,SCREEN,chg_A,-0.004079,-5.504079,1.000000,247,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,SCREEN,chg_B,-0.000097,-9.250097,0.999999,247,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,AGE,chg_A,-0.008615,-4.758615,0.999999,241,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,AGE,chg_B,-0.000431,-7.750431,1.000000,241,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,ADHD,chg_A,-0.386877,-1.136877,0.999994,250,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q029,ADHD,chg_B,-0.001929,-6.251929,1.000000,250,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,IDENTITY,chg_A,-0.000055,-10.375055,0.999976,256,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,IDENTITY,chg_B,-0.000055,-10.375055,0.999976,256,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,NONE_vs_CONTROL,chg_A,-0.000001,-14.375001,1.000000,255,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,NONE_vs_CONTROL,chg_B,-0.000005,-12.500006,0.999998,255,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,SCREEN,chg_A,-0.251933,-1.501933,0.999996,263,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,SCREEN,chg_B,-0.000002,-13.750002,0.999999,263,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,AGE,chg_A,-0.001171,-6.751171,0.999999,237,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,AGE,chg_B,-0.000002,-18.000002,0.999998,237,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,ADHD,chg_A,-0.000007,-12.000008,0.999999,247,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q030,ADHD,chg_B,-0.000021,-11.500021,0.999989,247,256
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,IDENTITY,chg_A,-0.000038,-11.000038,0.999978,249,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,IDENTITY,chg_B,-0.000038,-11.000038,0.999978,249,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,NONE_vs_CONTROL,chg_A,-0.000205,-8.500205,0.999998,216,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,NONE_vs_CONTROL,chg_B,-0.029754,-3.529754,0.999997,216,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,SCREEN,chg_A,-0.029757,-3.529757,0.999993,243,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,SCREEN,chg_B,-0.000005,-12.250005,1.000000,243,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,AGE,chg_A,-0.006719,-5.006719,0.999997,233,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,AGE,chg_B,-0.000710,-7.250710,0.999999,233,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,ADHD,chg_A,-0.000046,-10.000046,1.000000,222,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q031,ADHD,chg_B,-0.000124,-9.000124,0.999999,222,249
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,IDENTITY,chg_A,-0.000034,-11.000033,0.999983,246,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,IDENTITY,chg_B,-0.000034,-11.000033,0.999983,246,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,NONE_vs_CONTROL,chg_A,-0.023246,-3.773246,0.999999,232,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,NONE_vs_CONTROL,chg_B,-0.000124,-9.000124,1.000000,232,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,SCREEN,chg_A,-0.006716,-5.006716,0.999999,241,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,SCREEN,chg_B,-0.000031,-10.500031,0.999996,241,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,AGE,chg_A,-1.501930,-0.251929,1.000000,220,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,AGE,chg_B,-0.000005,-12.500005,0.999999,220,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,ADHD,chg_A,-0.018153,-4.018153,0.999997,244,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q032,ADHD,chg_B,-0.000009,-12.500010,0.999994,244,246
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,IDENTITY,chg_A,-0.000163,-8.750162,0.999996,259,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,IDENTITY,chg_B,-0.000163,-8.750162,0.999996,259,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,NONE_vs_CONTROL,chg_A,-0.001502,-6.501503,1.000000,262,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,NONE_vs_CONTROL,chg_B,-0.000912,-7.000912,1.000000,262,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,SCREEN,chg_A,-0.825941,-0.575941,0.999999,262,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,SCREEN,chg_B,-0.000009,-11.750009,0.999999,262,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,AGE,chg_A,-0.575940,-0.825940,1.000000,237,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,AGE,chg_B,-0.004079,-5.504079,0.999999,237,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,ADHD,chg_A,-0.029751,-3.529751,0.999999,252,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q033,ADHD,chg_B,-0.000059,-9.750059,0.999999,252,259
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,IDENTITY,chg_A,-0.000212,-8.500213,0.999991,248,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,IDENTITY,chg_B,-0.000212,-8.500213,0.999991,248,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,NONE_vs_CONTROL,chg_A,-0.000123,-9.000123,1.000000,245,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,NONE_vs_CONTROL,chg_B,-0.005234,-5.255234,1.000000,245,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,SCREEN,chg_A,-0.974078,-0.474078,0.999999,224,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,SCREEN,chg_B,-0.000006,-12.000006,1.000000,224,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,AGE,chg_A,-0.000911,-7.000911,1.000000,252,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,AGE,chg_B,-0.038042,-3.288042,1.000000,252,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,ADHD,chg_A,-2.126928,-0.126928,1.000000,239,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q034,ADHD,chg_B,0.000000,-18.875000,1.000000,239,248
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,IDENTITY,chg_A,-0.000026,-10.750026,0.999995,240,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,IDENTITY,chg_B,-0.000026,-10.750026,0.999995,240,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,NONE_vs_CONTROL,chg_A,-0.000099,-9.250099,0.999997,249,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,NONE_vs_CONTROL,chg_B,-0.000028,-10.500028,1.000000,249,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,SCREEN,chg_A,-1.501930,-0.251930,0.999999,235,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,SCREEN,chg_B,-0.000017,-11.000017,0.999999,235,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,AGE,chg_A,-3.773246,-0.023246,0.999999,247,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,AGE,chg_B,-0.000001,-13.500001,1.000000,247,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,ADHD,chg_A,-0.693150,-0.693150,0.999997,251,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q035,ADHD,chg_B,-0.000036,-10.250035,1.000000,251,240
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,IDENTITY,chg_A,-0.000103,-9.250103,0.999993,250,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,IDENTITY,chg_B,-0.000103,-9.250103,0.999993,250,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,NONE_vs_CONTROL,chg_A,-0.000005,-12.250005,1.000000,231,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,NONE_vs_CONTROL,chg_B,-0.000046,-10.000046,1.000000,231,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,SCREEN,chg_A,-0.386875,-1.136875,0.999996,244,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,SCREEN,chg_B,-0.000000,-17.500000,1.000000,244,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,AGE,chg_A,-0.006716,-5.006716,1.000000,232,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,AGE,chg_B,-0.000004,-13.500004,0.999997,232,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,ADHD,chg_A,-0.100210,-2.350210,0.999996,232,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q036,ADHD,chg_B,-0.000001,-17.125000,0.999999,232,250
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,IDENTITY,chg_A,-0.000267,-8.250267,0.999994,247,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,IDENTITY,chg_B,-0.000267,-8.250267,0.999994,247,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,NONE_vs_CONTROL,chg_A,-0.000004,-12.500004,0.999999,253,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,NONE_vs_CONTROL,chg_B,-3.773246,-0.023246,1.000000,253,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,SCREEN,chg_A,-0.000076,-9.500075,0.999999,250,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,SCREEN,chg_B,-0.000076,-9.500075,0.999999,250,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,AGE,chg_A,-0.001503,-6.501503,0.999999,253,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,AGE,chg_B,-0.048670,-3.048670,0.999917,253,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,ADHD,chg_A,-1.701423,-0.201423,0.999990,239,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q037,ADHD,chg_B,-0.000004,-12.500005,0.999999,239,247
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,IDENTITY,chg_A,-0.000098,-9.250098,0.999998,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,IDENTITY,chg_B,-0.000098,-9.250098,0.999998,251,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,NONE_vs_CONTROL,chg_A,-0.000005,-12.250005,1.000000,252,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,NONE_vs_CONTROL,chg_B,-0.000126,-9.000126,0.999997,252,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,SCREEN,chg_A,-1.313268,-0.313268,0.999994,229,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,SCREEN,chg_B,-0.000001,-14.750001,1.000000,229,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,AGE,chg_A,-0.000162,-8.750162,0.999996,248,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,AGE,chg_B,-0.000100,-9.250100,0.999996,248,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,ADHD,chg_A,-2.578890,-0.078890,1.000000,240,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q038,ADHD,chg_B,-0.000000,-18.875000,1.000000,240,251
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,IDENTITY,chg_A,-0.000717,-7.250717,0.999993,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,IDENTITY,chg_B,-0.000717,-7.250717,0.999993,257,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,NONE_vs_CONTROL,chg_A,-0.078890,-2.578890,1.000000,249,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,NONE_vs_CONTROL,chg_B,-0.048587,-3.048587,1.000000,249,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,SCREEN,chg_A,-10.500028,-0.000028,1.000000,227,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,SCREEN,chg_B,-0.000000,-20.375000,1.000000,227,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,AGE,chg_A,-0.018151,-4.018151,0.999999,243,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,AGE,chg_B,-0.000014,-12.000013,0.999993,243,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,ADHD,chg_A,-0.126928,-2.126928,1.000000,237,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q039,ADHD,chg_B,-0.000007,-14.000008,0.999993,237,257
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,IDENTITY,chg_A,-0.000018,-11.000017,0.999999,260,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,IDENTITY,chg_B,-0.000018,-11.000017,0.999999,260,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,NONE_vs_CONTROL,chg_A,-0.001171,-6.751171,1.000000,251,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,NONE_vs_CONTROL,chg_B,-0.000075,-9.500075,1.000000,251,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,SCREEN,chg_A,-0.002476,-6.002476,1.000000,231,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,SCREEN,chg_B,-0.001930,-6.251930,0.999998,231,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,AGE,chg_A,-0.006715,-5.006715,1.000000,247,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,AGE,chg_B,-0.000075,-9.500075,1.000000,247,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,ADHD,chg_A,-3.529751,-0.029751,0.999999,255,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q040,ADHD,chg_B,-0.000000,-16.250000,1.000000,255,260
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,IDENTITY,chg_A,-0.000129,-9.000129,0.999995,236,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,IDENTITY,chg_B,-0.000129,-9.000129,0.999995,236,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,NONE_vs_CONTROL,chg_A,-0.000014,-11.250013,0.999999,227,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,NONE_vs_CONTROL,chg_B,-0.000046,-10.000046,1.000000,227,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,SCREEN,chg_A,-0.000048,-10.000048,0.999997,231,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,SCREEN,chg_B,-0.004084,-5.504084,0.999995,231,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,AGE,chg_A,-0.000017,-11.000017,1.000000,225,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,AGE,chg_B,-0.000004,-12.500004,1.000000,225,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,ADHD,chg_A,-0.000014,-11.250013,0.999999,247,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q041,ADHD,chg_B,-0.000125,-9.000125,0.999999,247,236
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,IDENTITY,chg_A,-0.000110,-9.250110,0.999986,188,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,IDENTITY,chg_B,-0.000110,-9.250110,0.999986,188,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,NONE_vs_CONTROL,chg_A,-0.000266,-8.250266,0.999995,188,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,NONE_vs_CONTROL,chg_B,-0.000922,-7.000922,0.999989,188,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,SCREEN,chg_A,-0.005238,-5.255238,0.999996,192,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,SCREEN,chg_B,-0.000006,-12.000007,1.000000,192,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,AGE,chg_A,-0.000914,-7.000914,0.999997,200,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,AGE,chg_B,-0.011069,-4.511069,0.999979,200,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,ADHD,chg_A,-0.011050,-4.511050,0.999997,213,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q042,ADHD,chg_B,-0.000341,-8.000340,0.999995,213,188
Qwen/Qwen2.5-7B-Instruct,qwen,qwen,Q043,IDENTITY,chg_A,-0.000067,-9.750067,0.999992,228,228
