model,model_key,question,signal,profile,order,lp_A,lp_B
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,27,sig_A,-0.049504,-3.174499
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,27,sig_B,-0.395021,-1.145019
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,28,sig_A,-0.014506,-4.514504
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,28,sig_B,-0.295878,-1.420877
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,29,sig_A,-0.086873,-2.586870
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,29,sig_B,-0.261779,-1.511778
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,30,sig_A,-0.046601,-3.296599
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,30,sig_B,-0.704720,-0.704719
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,31,sig_A,-0.014517,-4.889510
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,31,sig_B,-0.141775,-2.141773
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,32,sig_A,-0.060363,-2.935354
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,32,sig_B,-0.447197,-1.072195
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,33,sig_A,-0.207927,-1.707926
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,33,sig_B,-0.237527,-1.612525
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,34,sig_A,-0.123353,-2.248349
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,34,sig_B,-0.196835,-1.821831
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,35,sig_A,-0.024549,-4.149547
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,35,sig_B,-0.533970,-0.908970
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,36,sig_A,-0.085374,-2.585371
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,36,sig_B,-0.362051,-1.237049
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,37,sig_A,-0.069781,-2.944776
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,37,sig_B,-0.272846,-1.522843
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,38,sig_A,-0.095275,-2.470273
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,38,sig_B,-0.358626,-1.233625
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,39,sig_A,-0.007537,-5.757528
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,39,sig_B,-0.405564,-1.155560
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,40,sig_A,-0.118878,-2.243877
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,40,sig_B,-0.365109,-1.240104
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,41,sig_A,-0.022057,-4.147054
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,41,sig_B,-0.588640,-0.838639
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,42,sig_A,-0.068404,-3.068397
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,42,sig_B,-0.493887,-0.993881
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,43,sig_A,-0.007807,-5.757798
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,43,sig_B,-0.492339,-0.992336
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,44,sig_A,-0.023492,-4.023488
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,44,sig_B,-0.331868,-1.331867
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,45,sig_A,-0.047714,-3.297699
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,45,sig_B,-0.243132,-1.618124
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,46,sig_A,-0.059574,-2.934560
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,46,sig_B,-0.237481,-1.612468
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,47,sig_A,-0.032114,-3.782113
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,47,sig_B,-0.360325,-1.235324
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,48,sig_A,-0.031669,-3.656656
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,48,sig_B,-0.585759,-0.835753
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,49,sig_A,-0.054491,-3.054489
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,49,sig_B,-0.155921,-2.030920
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,50,sig_A,-0.035441,-3.535440
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,50,sig_B,-0.214194,-1.714194
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,51,sig_A,-0.062793,-2.937785
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,51,sig_B,-0.358280,-1.233278
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,52,sig_A,-0.064253,-2.814253
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,52,sig_B,-0.210145,-1.710145
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,53,sig_A,-0.044014,-3.544005
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,53,sig_B,-0.218094,-1.718089
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,54,sig_A,-0.027128,-4.152121
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,54,sig_B,-0.302953,-1.427951
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,55,sig_A,-0.068424,-2.818422
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,55,sig_B,-0.138163,-2.138162
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,56,sig_A,-0.025338,-4.025310
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,56,sig_B,-0.486735,-0.986726
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,57,sig_A,-0.083211,-2.583210
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,57,sig_B,-0.320790,-1.320789
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,58,sig_A,-0.034931,-3.534920
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,58,sig_B,-0.359641,-1.234633
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,59,sig_A,-0.019388,-4.269355
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,59,sig_B,-0.589737,-0.839730
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,60,sig_A,-0.034728,-3.659726
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,60,sig_B,-0.247029,-1.622027
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,61,sig_A,-0.021190,-4.021182
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,61,sig_B,-0.438848,-1.063844
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,62,sig_A,-0.083597,-2.708593
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,62,sig_B,-0.404718,-1.154716
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,63,sig_A,-0.020336,-4.145335
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,63,sig_B,-0.326162,-1.326161
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,64,sig_A,-0.031132,-3.656098
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,64,sig_B,-0.435323,-1.060303
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,65,sig_A,-0.020213,-4.145211
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,65,sig_B,-0.270271,-1.520270
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,66,sig_A,-0.084438,-2.584436
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,66,sig_B,-0.288629,-1.413628
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,67,sig_A,-0.097814,-2.472807
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,67,sig_B,-0.264867,-1.514847
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,68,sig_A,-0.071993,-2.696989
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,68,sig_B,-0.293345,-1.418343
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,69,sig_A,-0.026855,-4.026854
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,69,sig_B,-0.206807,-1.831806
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,70,sig_A,-0.053628,-3.053624
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,70,sig_B,-0.489646,-0.989645
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,71,sig_A,-0.038091,-3.538089
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,71,sig_B,-0.241617,-1.616616
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,72,sig_A,-0.060401,-2.935399
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,72,sig_B,-0.191318,-1.816317
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,73,sig_A,-0.082274,-2.707272
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,73,sig_B,-0.333283,-1.333281
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,74,sig_A,-0.077936,-2.827933
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,74,sig_B,-0.295907,-1.420904
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,75,sig_A,-0.037206,-3.412204
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,75,sig_B,-0.141391,-2.141390
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,76,sig_A,-0.019939,-4.269932
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,76,sig_B,-0.487590,-0.987587
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,77,sig_A,-0.064616,-2.939613
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,77,sig_B,-0.201658,-1.826656
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,78,sig_A,-0.048015,-3.298011
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,78,sig_B,-0.194494,-1.819491
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,79,sig_A,-0.075149,-2.700141
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,79,sig_B,-0.361426,-1.236415
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,80,sig_A,-0.025057,-4.025035
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,80,sig_B,-0.487334,-0.987328
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,81,sig_A,-0.016495,-4.516488
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,81,sig_B,-0.270298,-1.520295
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,82,sig_A,-0.051226,-3.176215
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,82,sig_B,-0.438560,-1.063556
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,83,sig_A,-0.040821,-3.415817
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,83,sig_B,-0.085005,-2.710002
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,84,sig_A,-0.035179,-3.535178
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,84,sig_B,-0.175343,-1.925343
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,85,sig_A,-0.009949,-5.384941
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,85,sig_B,-0.404206,-1.154203
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,86,sig_A,-0.035785,-3.535779
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,86,sig_B,-0.142857,-2.142854
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,87,sig_A,-0.074618,-2.699616
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,87,sig_B,-0.168485,-1.918484
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,88,sig_A,-0.032342,-3.657340
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,88,sig_B,-0.195249,-1.820247
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,89,sig_A,-0.025252,-3.900176
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,89,sig_B,-0.396924,-1.146902
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,90,sig_A,-0.015568,-4.515555
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,90,sig_B,-0.398332,-1.148326
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,91,sig_A,-0.046458,-3.296456
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,91,sig_B,-0.406662,-1.156661
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,92,sig_A,-0.053503,-3.053498
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,92,sig_B,-0.582159,-0.832157
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,93,sig_A,-0.043901,-3.293899
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,93,sig_B,-0.237050,-1.612048
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,94,sig_A,-0.044344,-3.294331
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,94,sig_B,-0.490083,-0.990080
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,95,sig_A,-0.063222,-2.938217
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,95,sig_B,-0.264549,-1.514546
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,96,sig_A,-0.054319,-3.054317
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,96,sig_B,-0.142783,-2.142783
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,97,sig_A,-0.045023,-3.295006
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,97,sig_B,-0.646403,-0.771400
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,98,sig_A,-0.048359,-3.173357
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,98,sig_B,-0.326692,-1.326692
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,99,sig_A,-0.035618,-3.660616
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,DEAF,99,sig_B,-0.270691,-1.520691
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,0,sig_A,-0.054492,-3.179490
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,0,sig_B,-0.103582,-2.353581
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,1,sig_A,-0.026470,-4.026468
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,1,sig_B,-0.115275,-2.240274
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,2,sig_A,-0.056602,-3.056593
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,2,sig_B,-0.162640,-1.912638
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,3,sig_A,-0.097361,-2.472354
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,3,sig_B,-0.253165,-1.503164
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,4,sig_A,-0.040992,-3.415985
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,4,sig_B,-0.284367,-1.409366
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,5,sig_A,-0.087970,-2.587967
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,5,sig_B,-0.204157,-1.704157
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,6,sig_A,-0.063774,-2.938767
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,6,sig_B,-0.144749,-2.019747
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,7,sig_A,-0.043869,-3.293860
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,7,sig_B,-0.090379,-2.465377
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,8,sig_A,-0.042198,-3.292185
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,8,sig_B,-0.144195,-2.019193
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,9,sig_A,-0.058468,-2.933451
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,9,sig_B,-0.181226,-1.806223
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,10,sig_A,-0.055269,-3.055266
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,10,sig_B,-0.102549,-2.352548
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,11,sig_A,-0.067338,-2.817334
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,11,sig_B,-0.315062,-1.315060
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,12,sig_A,-0.030104,-3.655095
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,12,sig_B,-0.145585,-2.020584
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,13,sig_A,-0.051818,-3.051813
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,13,sig_B,-0.202582,-1.702582
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,14,sig_A,-0.076060,-2.701050
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,14,sig_B,-0.350885,-1.225883
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,15,sig_A,-0.065798,-2.815791
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,15,sig_B,-0.181882,-1.806880
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,16,sig_A,-0.081782,-2.581777
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,16,sig_B,-0.202334,-1.702333
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,17,sig_A,-0.035817,-3.535803
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,17,sig_B,-0.102294,-2.352292
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,18,sig_A,-0.043460,-3.293457
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,18,sig_B,-0.227893,-1.602892
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,19,sig_A,-0.062620,-2.937614
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,19,sig_B,-0.163178,-1.913177
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,20,sig_A,-0.018500,-4.268495
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,20,sig_B,-0.204307,-1.704306
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,21,sig_A,-0.229024,-1.604021
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,21,sig_B,-0.202677,-1.702676
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,22,sig_A,-0.044071,-3.294061
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,22,sig_B,-0.145180,-2.020179
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,23,sig_A,-0.063206,-2.938201
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,23,sig_B,-0.145742,-2.020740
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,24,sig_A,-0.097293,-2.472290
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,24,sig_B,-0.090713,-2.465712
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,25,sig_A,-0.026312,-4.276305
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,25,sig_B,-0.206053,-1.706052
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,26,sig_A,-0.048109,-3.298106
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,26,sig_B,-0.092197,-2.467197
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,27,sig_A,-0.045839,-3.295826
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,27,sig_B,-0.282429,-1.407427
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,28,sig_A,-0.048371,-3.173369
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,28,sig_B,-0.162175,-1.912174
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,29,sig_A,-0.058152,-3.058149
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,29,sig_B,-0.181140,-1.806139
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,30,sig_A,-0.069864,-2.819861
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,30,sig_B,-0.253967,-1.503967
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,31,sig_A,-0.037510,-3.412500
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,31,sig_B,-0.071791,-2.696789
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,32,sig_A,-0.093818,-2.468815
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,32,sig_B,-0.254101,-1.504101
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,33,sig_A,-0.108807,-2.358801
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,33,sig_B,-0.253747,-1.503745
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,34,sig_A,-0.100346,-2.475336
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,34,sig_B,-0.227806,-1.602805
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,35,sig_A,-0.032680,-3.782678
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,35,sig_B,-0.129194,-2.129194
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,36,sig_A,-0.068902,-2.818896
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,36,sig_B,-0.282838,-1.407837
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,37,sig_A,-0.043738,-3.543729
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,37,sig_B,-0.390165,-1.140163
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,38,sig_A,-0.096294,-2.471291
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,38,sig_B,-0.253816,-1.503814
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,39,sig_A,-0.019905,-4.144890
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,39,sig_B,-0.071736,-2.696733
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,40,sig_A,-0.084046,-2.584032
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,40,sig_B,-0.350551,-1.225548
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,41,sig_A,-0.037088,-3.537084
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,41,sig_B,-0.181822,-1.806822
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,42,sig_A,-0.080240,-2.705225
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,42,sig_B,-0.283486,-1.408483
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,43,sig_A,-0.023207,-4.023193
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,43,sig_B,-0.091098,-2.466096
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,44,sig_A,-0.023498,-3.898492
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,44,sig_B,-0.161923,-1.911921
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,45,sig_A,-0.059224,-2.934184
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,45,sig_B,-0.129075,-2.129070
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,46,sig_A,-0.073250,-2.698240
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,46,sig_B,-0.203380,-1.703377
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,47,sig_A,-0.027983,-3.777982
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,47,sig_B,-0.181457,-1.806457
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,48,sig_A,-0.045545,-3.295532
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,48,sig_B,-0.203604,-1.703603
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,49,sig_A,-0.053139,-3.178131
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,49,sig_B,-0.102555,-2.352552
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,50,sig_A,-0.034153,-3.534146
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,50,sig_B,-0.114897,-2.239895
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,51,sig_A,-0.057181,-3.057164
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,51,sig_B,-0.282478,-1.407475
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,52,sig_A,-0.057576,-2.932575
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,52,sig_B,-0.161522,-1.911522
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,53,sig_A,-0.057938,-3.182930
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,53,sig_B,-0.130131,-2.130128
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,54,sig_A,-0.023331,-4.148324
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,54,sig_B,-0.204682,-1.704681
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,55,sig_A,-0.053857,-3.053847
meta-llama/Llama-3.1-8B-Instruct,llama,HIRE,ADHD,55,sig_B,-0.101978,-2.351976
