model,model_key,condition,label,task_id,family,correct,answer_key,raw_output
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T027,percentage,1,960,960
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T028,percentage,1,324,324
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T029,percentage,1,420,420
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T030,percentage,0,849.6,859.60
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T031,percentage,1,476,476
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T032,percentage,1,1100,1100
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T033,percentage,1,1560,1560
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T034,percentage,1,196,196
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T035,percentage,1,156,156
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T036,word_problem,0,4374,486
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T037,word_problem,1,3500,3500
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T038,word_problem,0,3360,840
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T039,word_problem,0,4200,1470
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T040,word_problem,0,1728,576
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T041,word_problem,1,3600,3600
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T042,word_problem,1,12600,12600
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T043,word_problem,0,3630,385
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T044,word_problem,0,8064,3648
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T045,word_problem,0,12600,1050
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T046,word_problem,0,7840,1960
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T047,word_problem,0,6720,1680
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T048,word_problem,1,6000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T049,word_problem,0,6480,756
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T050,word_problem,0,4375,875
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T051,word_problem,0,2700,900
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T052,word_problem,0,1680,840
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T053,word_problem,0,6930,2310
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T054,word_problem,1,4752,4752
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T055,word_problem,0,6480,540
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T056,word_problem,0,2916,3402
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T057,word_problem,0,3456,936
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T058,word_problem,0,4800,1200
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T059,word_problem,1,4200,4200
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T060,word_problem,0,5250,425
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T061,word_problem,0,4410,1190
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T062,word_problem,1,4752,4752
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T063,word_problem,0,6000,600
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T064,word_problem,0,5000,500
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T065,word_problem,0,10080,840
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T066,conversion,1,2160,2160
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T067,conversion,0,1152,384
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T068,conversion,1,630,630
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T069,conversion,1,48000,48000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T070,conversion,1,900,900
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T071,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T072,conversion,1,125000,125000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T073,conversion,1,1440,1440
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T074,conversion,0,864,288
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T075,conversion,1,12000,12000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T076,conversion,1,24000,24000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T077,conversion,1,125000,125000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T078,conversion,1,3000,3000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T079,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T080,conversion,1,3000,3000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T081,conversion,0,60000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T082,conversion,1,36000,36000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T083,conversion,1,15000,15000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T084,conversion,1,12000,12000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T085,conversion,1,105,105
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T086,conversion,1,360,360
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T087,conversion,1,7000,7000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T088,conversion,1,72,72
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T089,conversion,1,48000,48000
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T090,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T091,date,1,25 April 2026,25 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T092,date,0,10 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T093,date,1,27 April 2026,27 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T094,date,0,26 November 2026,25 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T095,date,0,08 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T096,date,0,11 November 2026,10 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T097,date,0,16 March 2026,15 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T098,date,0,01 June 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T099,date,0,16 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T100,date,0,12 June 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T101,date,1,24 June 2026,24 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T102,date,1,25 July 2026,25 July 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T103,date,1,14 November 2026,14 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T104,date,0,06 February 2027,10 February 2027
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T105,date,0,08 May 2026,30 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T106,date,1,30 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T107,date,0,05 June 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T108,date,0,08 October 2026,15 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T109,date,0,10 August 2026,19 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T110,date,0,17 December 2026,28 December 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T111,date,0,13 January 2027,30 December 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T112,date,0,07 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T113,date,0,26 August 2026,30 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T114,date,0,26 January 2026,25 January 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T115,date,0,18 September 2026,17 September 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T116,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T117,table,1,1669,1669
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T118,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T119,table,1,North,North
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T120,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T121,table,1,503,503
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T122,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T123,table,1,South,South
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T124,table,1,1914,1914
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T125,table,0,499,316
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T126,table,1,1865,1865
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T127,table,1,Central,Central
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T128,table,1,2623,2623
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T129,table,1,617,617
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T130,table,1,West,West
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T131,table,0,529,429
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T132,table,0,2156,2146
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T133,table,1,East,East
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T134,table,0,504,404
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T135,table,0,South,East
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T136,table,0,637,212
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T137,table,0,479,483
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T138,table,0,1792,1790
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T139,table,1,492,492
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T140,table,0,760,459
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T141,table,1,473,473
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T142,table,0,Central,North
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T143,table,1,South,South: 265
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T144,table,1,294,294
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T145,table,1,160,160
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T146,logic,1,Devon,Devon
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T147,logic,0,Alex,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T148,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T149,logic,1,Frankie,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T150,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T151,logic,0,Devon,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T152,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T153,logic,0,Casey,Ellis
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T154,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T155,logic,0,Alex,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T156,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T157,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T158,logic,0,Devon,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T159,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T160,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T161,logic,0,Devon,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T162,logic,1,Alex,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T163,logic,0,Frankie,Alex
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T164,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T165,logic,0,Bailey,Frankie
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T166,logic,1,Gray,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T167,logic,0,Alex,Gray
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T168,logic,1,Casey,Casey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T169,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T170,logic,1,Bailey,Bailey
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T171,rate,1,2,2
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T172,rate,1,10,10
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T173,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T174,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T175,rate,1,180,180
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T176,rate,1,1.2,1.2
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T177,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T178,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T179,rate,1,3,3
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T180,rate,1,4,4
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T181,rate,1,3.2,3.2
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T182,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T183,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T184,rate,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T185,rate,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T186,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T187,rate,1,5,5
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T188,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T189,rate,0,3.33333,3.33
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T190,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T191,rate,0,5.33333,5.33
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T192,rate,1,45,45
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T193,rate,0,2.66667,2.67
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T194,rate,0,5.33333,5.33
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T195,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T196,rate,1,4.5,4.5
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T197,rate,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T198,rate,1,60,60
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T199,rate,1,270,270
Qwen/Qwen2.5-7B-Instruct,qwen,F05,very terse,T200,rate,1,40,40
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T001,percentage,0,3480,3360
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T002,percentage,1,312.5,312.5
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T003,percentage,1,288,288
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T004,percentage,0,1044,1038
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T005,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T006,percentage,1,26.4,26.4
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T007,percentage,0,697,687
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T008,percentage,1,540,540
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T009,percentage,1,127.5,127.5
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T010,percentage,1,150,150
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T011,percentage,1,1408,1408
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T012,percentage,1,119,119
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T013,percentage,1,528,528
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T014,percentage,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T015,percentage,0,552.5,557.5
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T016,percentage,1,672,672
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T017,percentage,1,2560,2560
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T018,percentage,1,422.4,422.4
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T019,percentage,1,192,192
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T020,percentage,1,30,30
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T021,percentage,1,108,108
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T022,percentage,0,196.8,194.4
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T023,percentage,1,225,225
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T024,percentage,1,90,90
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T025,percentage,1,500,500
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T026,percentage,1,352,352
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T027,percentage,1,960,960
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T028,percentage,1,324,324
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T029,percentage,1,420,420
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T030,percentage,0,849.6,846
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T031,percentage,1,476,476
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T032,percentage,1,1100,1100
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T033,percentage,1,1560,1560
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T034,percentage,1,196,196
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T035,percentage,1,156,156
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T036,word_problem,0,4374,486
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T037,word_problem,1,3500,3500
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T038,word_problem,0,3360,840
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T039,word_problem,0,4200,770
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T040,word_problem,0,1728,576
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T041,word_problem,1,3600,3600
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T042,word_problem,1,12600,12600
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T043,word_problem,0,3630,385
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T044,word_problem,0,8064,3360
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T045,word_problem,0,12600,10500
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T046,word_problem,0,7840,1960
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T047,word_problem,0,6720,1680
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T048,word_problem,1,6000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T049,word_problem,0,6480,720
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T050,word_problem,0,4375,875
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T051,word_problem,0,2700,900
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T052,word_problem,0,1680,840
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T053,word_problem,0,6930,7140
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T054,word_problem,0,4752,4356
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T055,word_problem,0,6480,540
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T056,word_problem,0,2916,3402
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T057,word_problem,0,3456,936
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T058,word_problem,0,4800,1200
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T059,word_problem,1,4200,4200
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T060,word_problem,0,5250,4250
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T061,word_problem,0,4410,1190
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T062,word_problem,0,4752,4356
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T063,word_problem,0,6000,600
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T064,word_problem,0,5000,500
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T065,word_problem,0,10080,840
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T066,conversion,1,2160,2160
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T067,conversion,0,1152,384
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T068,conversion,1,630,630
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T069,conversion,1,48000,48000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T070,conversion,1,900,900
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T071,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T072,conversion,1,125000,125000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T073,conversion,1,1440,1440
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T074,conversion,0,864,288
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T075,conversion,1,12000,12000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T076,conversion,1,24000,24000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T077,conversion,1,125000,125000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T078,conversion,0,3000,300
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T079,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T080,conversion,1,3000,3000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T081,conversion,0,60000,6000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T082,conversion,1,36000,36000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T083,conversion,1,15000,15000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T084,conversion,1,12000,12000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T085,conversion,1,105,105
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T086,conversion,1,360,360
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T087,conversion,1,7000,7000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T088,conversion,1,72,72
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T089,conversion,1,48000,48000
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T090,conversion,1,720,720
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T091,date,1,25 April 2026,25 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T092,date,0,10 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T093,date,1,27 April 2026,27 April 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T094,date,0,26 November 2026,25 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T095,date,0,08 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T096,date,0,11 November 2026,10 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T097,date,0,16 March 2026,23 March 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T098,date,0,01 June 2026,30 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T099,date,0,16 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T100,date,0,12 June 2026,13 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T101,date,0,24 June 2026,23 June 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T102,date,0,25 July 2026,23 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T103,date,1,14 November 2026,14 November 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T104,date,0,06 February 2027,10 February 2027
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T105,date,0,08 May 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T106,date,1,30 October 2026,30 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T107,date,0,05 June 2026,30 May 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T108,date,0,08 October 2026,14 October 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T109,date,0,10 August 2026,19 August 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T110,date,0,17 December 2026,28 December 2026
Qwen/Qwen2.5-7B-Instruct,qwen,F06,verbose and digressive,T111,date,1,13 January 2027,13 January 2027
